Geneid	Chr	Start	End	Strand	Length	alignment/bam/SRR20707035_sorted.bam	alignment/bam/SRR20707036_sorted.bam	alignment/bam/SRR20707037_sorted.bam	alignment/bam/SRR20707038_sorted.bam	alignment/bam/SRR20707039_sorted.bam	alignment/bam/SRR20707040_sorted.bam	alignment/bam/SRR20707041_sorted.bam	alignment/bam/SRR20707042_sorted.bam	alignment/bam/SRR20707043_sorted.bam	alignment/bam/SRR20707044_sorted.bam	alignment/bam/SRR20707045_sorted.bam	alignment/bam/SRR20707047_sorted.bam	alignment/bam/SRR20707048_sorted.bam	alignment/bam/SRR20707049_sorted.bam	alignment/bam/SRR20707050_sorted.bam	alignment/bam/SRR20707051_sorted.bam	alignment/bam/SRR20707053_sorted.bam	alignment/bam/SRR20707054_sorted.bam	alignment/bam/SRR20707056_sorted.bam	alignment/bam/SRR20707058_sorted.bam	alignment/bam/SRR20707059_sorted.bam	alignment/bam/SRR20707060_sorted.bam	alignment/bam/SRR20707061_sorted.bam	alignment/bam/SRR20707062_sorted.bam	alignment/bam/SRR20707063_sorted.bam	alignment/bam/SRR20707064_sorted.bam	alignment/bam/SRR20707065_sorted.bam	alignment/bam/SRR20707066_sorted.bam	alignment/bam/SRR20707067_sorted.bam	alignment/bam/SRR20707068_sorted.bam	alignment/bam/SRR20707069_sorted.bam	alignment/bam/SRR20707070_sorted.bam	alignment/bam/SRR20707071_sorted.bam	alignment/bam/SRR20707072_sorted.bam	alignment/bam/SRR20707073_sorted.bam	alignment/bam/SRR20707074_sorted.bam	alignment/bam/SRR20707075_sorted.bam	alignment/bam/SRR20707076_sorted.bam	alignment/bam/SRR20707077_sorted.bam	alignment/bam/SRR20707078_sorted.bam	alignment/bam/SRR20707079_sorted.bam	alignment/bam/SRR20707080_sorted.bam	alignment/bam/SRR20707081_sorted.bam	alignment/bam/SRR20707082_sorted.bam	alignment/bam/SRR20707083_sorted.bam	alignment/bam/SRR20707084_sorted.bam	alignment/bam/SRR20707085_sorted.bam	alignment/bam/SRR20707086_sorted.bam	alignment/bam/SRR20707087_sorted.bam	alignment/bam/SRR20707088_sorted.bam	alignment/bam/SRR20707089_sorted.bam	alignment/bam/SRR20707090_sorted.bam	alignment/bam/SRR20707091_sorted.bam	alignment/bam/SRR20707092_sorted.bam	alignment/bam/SRR20707093_sorted.bam	alignment/bam/SRR20707094_sorted.bam	alignment/bam/SRR20707095_sorted.bam	alignment/bam/SRR20707096_sorted.bam	alignment/bam/SRR20707097_sorted.bam	alignment/bam/SRR20707098_sorted.bam	alignment/bam/SRR20707099_sorted.bam	alignment/bam/SRR20707100_sorted.bam	alignment/bam/SRR20707101_sorted.bam	alignment/bam/SRR20707102_sorted.bam	alignment/bam/SRR20707103_sorted.bam	alignment/bam/SRR20707104_sorted.bam	alignment/bam/SRR20707105_sorted.bam	alignment/bam/SRR20707106_sorted.bam	alignment/bam/SRR20707107_sorted.bam	alignment/bam/SRR20707108_sorted.bam	alignment/bam/SRR20707109_sorted.bam	alignment/bam/SRR20707110_sorted.bam	alignment/bam/SRR20707111_sorted.bam	alignment/bam/SRR20707112_sorted.bam	alignment/bam/SRR20707113_sorted.bam	alignment/bam/SRR20707114_sorted.bam	alignment/bam/SRR20707115_sorted.bam	alignment/bam/SRR20707116_sorted.bam	alignment/bam/SRR20707117_sorted.bam	alignment/bam/SRR20707119_sorted.bam	alignment/bam/SRR20707120_sorted.bam	alignment/bam/SRR20707121_sorted.bam	alignment/bam/SRR20707122_sorted.bam	alignment/bam/SRR20707123_sorted.bam	alignment/bam/SRR20707124_sorted.bam	alignment/bam/SRR20707125_sorted.bam	alignment/bam/SRR20707127_sorted.bam	alignment/bam/SRR20707129_sorted.bam	alignment/bam/SRR20707131_sorted.bam	alignment/bam/SRR20707133_sorted.bam	alignment/bam/SRR20707134_sorted.bam	alignment/bam/SRR20707135_sorted.bam	alignment/bam/SRR20707136_sorted.bam	alignment/bam/SRR20707137_sorted.bam	alignment/bam/SRR20707139_sorted.bam	alignment/bam/SRR20707140_sorted.bam	alignment/bam/SRR20707141_sorted.bam	alignment/bam/SRR20707142_sorted.bam	alignment/bam/SRR20707143_sorted.bam	alignment/bam/SRR20707144_sorted.bam	alignment/bam/SRR20707145_sorted.bam	alignment/bam/SRR20707146_sorted.bam	alignment/bam/SRR20707147_sorted.bam	alignment/bam/SRR20707148_sorted.bam	alignment/bam/SRR20707149_sorted.bam	alignment/bam/SRR20707151_sorted.bam	alignment/bam/SRR20707152_sorted.bam	alignment/bam/SRR20707153_sorted.bam	alignment/bam/SRR20707154_sorted.bam	alignment/bam/SRR20707155_sorted.bam	alignment/bam/SRR20707156_sorted.bam	alignment/bam/SRR20707157_sorted.bam	alignment/bam/SRR20707158_sorted.bam	alignment/bam/SRR20707159_sorted.bam	alignment/bam/SRR20707160_sorted.bam	alignment/bam/SRR20707161_sorted.bam	alignment/bam/SRR20707162_sorted.bam	alignment/bam/SRR20707163_sorted.bam	alignment/bam/SRR20707164_sorted.bam	alignment/bam/SRR20707165_sorted.bam	alignment/bam/SRR20707166_sorted.bam	alignment/bam/SRR20707167_sorted.bam	alignment/bam/SRR20707168_sorted.bam	alignment/bam/SRR20707169_sorted.bam	alignment/bam/SRR20707170_sorted.bam
YNL098C	ref|NC_001146|	439602	440570	-	969	182	0	37	0	60	65	0	0	0	52	0	169	80	61	0	4	36	0	48	23	142	0	96	6	0	0	2	228	100	31	0	0	31	0	306	0	60	0	0	109	18	41	17	0	72	0	144	8	0	0	0	174	0	33	0	0	0	8	30	221	0	440	12	0	133	59	0	261	0	3	3	50	76	36	234	0	29	367	284	2	0	62	468	0	177	49	2	0	42	34	85	77	0	186	0	0	0	4	4	200	0	0	0	0	15	22	0	0	0	0	0	0	175	117	0	0	0	290	407	2	105	0	0	0	0
YNR004W	ref|NC_001146|	635943	636383	+	441	0	0	0	0	51	18	0	0	0	0	0	0	4	0	0	0	0	52	0	0	0	0	0	0	30	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	29	0	78	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	73	0	43	0	0	0	0	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YNL049C	ref|NC_001146|	535281	537911	-	2631	0	154	0	0	50	38	0	0	0	0	129	242	1	0	0	0	0	63	7	2	28	172	0	12	113	0	16	2	177	9	0	0	0	6	135	0	335	63	20	93	0	0	0	0	0	528	179	0	0	49	34	0	0	0	0	0	0	47	0	292	0	0	10	48	0	0	7	15	0	0	255	93	50	33	186	97	7	374	212	0	33	0	20	0	6	158	11	0	73	0	594	4	3	28	9	0	0	0	12	0	0	0	0	652	180	0	353	0	2	0	0	22	289	0	0	266	5	39	0	0	0	84	0	0	4
YNR019W	ref|NC_001146|	665339	667267	+	1929	0	13	0	146	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	107	81	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	1	0	0	0	74	0	0	0	0	3	34	0	0	0	0	0	33	0	0	22	0	0	0	0	0	0	0	0	82	0	0	1	0	0	2	0	0	0	0	0	54
YNL031C	ref|NC_001146|	575640	576050	-	411	1630	378	449	115	63	41	0	103	183	541	5	360	4	216	42	35	43	267	1281	96	596	236	835	364	92	38	405	295	190	359	143	47	0	143	1278	704	393	284	262	109	208	41	66	5	154	427	134	679	698	0	283	311	349	301	467	140	678	221	52	277	17	2121	45	83	100	21	40	152	444	316	8	201	128	5	130	30	173	1	872	358	290	53	264	172	1	1470	4	65	0	69	97	67	406	137	6	30	351	312	7	722	87	606	303	607	65	235	109	186	71	31	73	33	1173	0	148	680	703	18	0	0	27	99	37	0	19
YNL019C	ref|NC_001146|	598376	599230	-	855	0	0	0	23	11	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
YNL214W	ref|NC_001146|	245617	246216	+	600	0	0	0	6	0	1	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0	0	0	10	0	23	0	0	78	0	63	0	0	0	0	0	54	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	13	68	0	0	1	3	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	3	4	4	0	0	18	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0
YNL006W	ref|NC_001146|	620067	620978	+	912	0	0	0	0	0	0	0	129	0	0	0	0	0	93	80	0	0	35	0	0	4	0	0	0	0	0	12	95	35	0	27	0	6	8	142	0	0	0	0	137	0	0	157	11	179	182	118	0	0	0	0	0	0	0	0	0	0	0	1	88	0	0	0	0	0	0	0	77	0	0	12	14	77	143	0	0	67	237	0	6	0	6	76	0	79	0	0	0	0	0	0	0	34	0	0	45	0	77	2	178	102	5	0	14	0	5	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	71	0	0	0
YNR030W	ref|NC_001146|	678799	680454	+	1656	769	0	0	189	15	34	0	0	62	51	81	9	0	5	0	4	0	53	43	0	183	0	21	0	0	0	27	0	26	104	4	0	0	15	46	0	32	46	94	0	0	0	40	7	0	170	0	0	0	0	3	42	9	1	353	0	0	8	0	153	0	0	0	0	136	67	0	143	64	0	11	0	0	13	131	0	19	91	0	0	36	26	4	0	0	2	0	12	0	14	0	5	129	0	153	4	0	366	0	26	0	0	0	0	0	0	6	79	44	0	6	94	25	27	0	2	0	6	0	0	0	0	0	0	0
YNL038W	ref|NC_001146|;ref|NC_001146|	557020;557685	557610;557783	+;+	690	1	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	57	13	47	0	0	0	28	127	38	2	0	104	0	0	0	0	0	2	72	0	0	2	33	0	34	0	2	18	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	9	0	5	37	0	10	0	0	85	135	0	0	0	0	0	0	0	0	58	0	0	47	0	0	0	4	0	0	45	30	0	0	23	0	0	0	253	215	0	113	28	12	73	132	0	0	0	0	27	0	54	4	0	147	0	0	9	0	0	36	0
YNL090W	ref|NC_001146|	456565	457143	+	579	0	0	0	17	0	0	0	0	0	0	0	6	0	0	0	0	0	2	38	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	8	0	0	28	0	0	0	0	0	0	11	0	40	0	0	25	0	17	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
YNL151C	ref|NC_001146|	347766	348521	-	756	0	10	0	127	0	1	8	0	0	0	0	50	35	0	0	0	5	73	0	0	0	0	18	0	82	0	1	0	20	0	0	0	14	122	0	0	0	0	54	19	0	7	0	67	36	0	0	0	159	63	59	18	38	0	36	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	7	0	10	3	0	0	10	0	0	16	2	36	0	0	0	0	0	0	0	19	13	0	56	0	96	21	2	0	13	72	26	0	65	22	0	0	0	0	32	0	0	1
YNL254C	ref|NC_001146|	168043	169248	-	1206	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	2	0	15	0	22	37	0	0	0	0	0	0	98	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	43	180	0	0	33	0	8	0	0	0	0	0	0	0	15	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	59	27	0	0	0	7	13	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127
YNR008W	ref|NC_001146|	640396	642381	+	1986	0	0	0	0	77	0	0	0	4	0	0	47	2	0	0	0	0	60	0	0	6	1	6	0	0	0	0	329	0	0	5	0	0	0	0	0	18	0	32	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	2	0	0	0	0	0	37	198	0	0	0	88	0	0	3	4	0	0	0	7	0	0	0	22	33	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	14
YNR038W	ref|NC_001146|	695595	697484	+	1890	0	0	0	0	0	70	0	0	0	144	0	115	0	0	0	0	0	133	5	0	0	30	0	0	0	0	0	0	49	1	0	182	175	9	52	79	0	0	0	0	0	0	0	65	135	0	11	0	0	0	10	0	0	0	455	0	0	34	0	0	0	0	15	0	0	0	0	0	46	0	0	0	0	0	2	0	0	8	0	1	0	0	0	0	0	0	0	24	0	8	105	0	68	1	0	0	0	0	0	0	7	224	0	0	0	0	0	0	0	15	1	0	92	281	31	223	0	0	14	143	0	0	0	203	136
YNR003W-A	ref|NC_001146|	634420	634518	+	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YNL307C	ref|NC_001146|	56446	57573	-	1128	69	296	0	67	2	89	0	124	0	0	176	74	85	41	29	0	0	89	136	0	7	48	5	0	0	4	20	343	92	63	26	0	88	132	116	1	69	2	0	0	0	19	118	0	0	5	251	14	17	0	0	0	0	0	123	0	0	127	10	60	0	366	0	0	20	0	0	161	11	27	0	25	0	0	0	145	36	0	27	0	0	0	108	0	21	180	5	0	0	1	155	36	69	63	0	8	0	23	12	6	4	174	7	22	183	1	4	53	0	0	0	166	294	3	0	130	0	0	0	16	313	168	141	0	294
YNL131W	ref|NC_001146|	378767	379225	+	459	39	93	23	0	0	50	0	0	4	29	39	25	24	34	18	0	13	50	8	0	34	45	0	159	41	0	15	147	50	0	116	0	21	19	81	4	0	31	28	70	16	78	0	31	21	126	122	45	0	0	15	0	18	0	6	1	2	47	1	79	0	0	8	0	9	0	0	1	0	69	2	3	40	1	85	0	13	0	69	24	67	66	145	0	5	93	25	9	3	0	0	63	34	0	11	3	0	309	0	0	29	0	2	23	0	1	22	38	61	0	2	15	178	3	50	230	5	0	0	53	59	8	11	28	2
YNL265C	ref|NC_001146|;ref|NC_001146|	144280;145255	145149;145281	-;-	897	0	0	0	0	33	0	4	0	0	0	92	0	0	0	0	6	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	64	16	41	141	96	0	4	33	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	33	0	0	0	0	7	0	16	0	0	0	0	0	0	51	48	0	0	190	0	6	0	10	0	0	0	0	0	0	3	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	66	1	0	0	0	0	0	0	52	0	0	0	0	0
YNL175C	ref|NC_001146|	307401	308612	-	1212	4	30	0	62	3	0	0	0	0	6	0	37	0	15	16	29	7	23	0	0	0	2	0	0	76	0	0	0	58	0	4	0	0	1	48	13	58	0	0	97	0	5	0	10	132	0	27	79	3	67	38	66	2	0	0	0	17	100	0	0	0	0	6	0	0	0	0	0	0	141	0	0	2	0	0	0	30	4	0	0	33	0	0	0	0	0	0	0	0	0	0	0	6	55	1	64	0	0	0	0	0	0	1	98	30	0	52	0	12	9	0	34	11	0	46	111	0	0	5	0	0	0	0	14	25
YNL042W	ref|NC_001146|	548100	549290	+	1191	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18	0	0	0	0	4	0	0	0	8	0	118	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	35	1	0	0	0	90	0	1	79	0	523	0	0	0	0	26	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	3	0	0	14	12	73	0	0	0	0	0	0	10	0	259	0	0	0	0	0	0	0	0	19
YNL022C	ref|NC_001146|	591427	592899	-	1473	0	0	0	259	13	0	0	0	142	0	9	0	317	214	0	0	0	59	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	202	0	34	0	0	0	0	0	0	0	0	18	2	461	0	0	0	0	6	38	0	0	0	17	0	18	0	0	0	0	0	0	0	0	0	0	0	36	0	0	16	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	2	0	0	3	0	0	0	0	0	12	0	0	0	47	43	0	0	0	0	180	18	368	0	0	72	0	0	541	332	0	0	0	13
YNL056W	ref|NC_001146|	517249	517842	+	594	0	0	16	1	131	0	0	0	0	0	83	45	150	0	14	135	0	0	4	15	172	0	13	0	12	0	56	53	10	0	61	5	0	0	0	65	0	0	46	0	0	0	0	0	61	23	28	233	0	0	93	0	0	0	0	80	4	0	0	0	0	0	0	0	26	0	29	18	0	0	83	54	40	0	19	0	0	40	0	0	143	114	179	0	0	0	8	0	0	2	2	0	82	0	29	0	0	0	0	0	0	164	0	0	24	0	0	114	38	0	10	165	0	0	0	34	128	94	0	107	0	3	0	0	0
YNL011C	ref|NC_001146|	611836	613170	-	1335	36	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	4	71	0	2	0	2	48	0	0	0	0	0	3	0	0	217	166	39	0	60	31	2	0	198	0	0	0	0	3	0	0	7	0	0	0	0	0	8	132	0	0	116	0	18	4	0	0	0	0	0	0	232	0	0	0	0	13	1	0	253	0	0	0	0	0	0	2	0	0	0	37	61	11	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0
YNL329C	ref|NC_001146|	19541	22633	-	3093	0	0	0	28	119	10	0	9	0	0	0	166	0	87	0	0	0	171	0	0	0	0	0	0	245	0	0	347	0	0	0	0	12	76	0	53	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	119	169	0	0	0	0	0	0	132	0	0	0	0	0	0	0	127	0	0	0	131	0	0	0	0	79	171	0	0	0	202	0	3	0	0	0	0	0	8	0	12	0	0	9	89	0	0	0	0	0	0	0	0	0	0	13	0	18	0	0	145	0	0	0	0	0	0	0	145	0	0	0	0	0
YNL074C	ref|NC_001146|	486766	488124	-	1359	0	0	0	78	51	78	0	30	0	242	2	15	0	83	0	1	0	0	0	0	0	242	0	105	4	60	0	152	38	0	34	0	0	0	71	0	52	0	20	10	0	0	13	0	0	0	138	248	0	0	0	0	0	0	0	0	31	0	29	0	0	251	14	0	29	11	0	0	0	1	0	0	100	0	4	0	31	7	106	39	309	1	54	0	0	0	4	0	0	0	0	0	0	7	2	60	0	0	0	0	22	388	21	188	6	0	19	0	0	3	16	54	86	2	10	183	0	0	0	29	54	0	0	0	0
YNL093W	ref|NC_001146|	449868	450530	+	663	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	87	81	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0
YNR047W	ref|NC_001146|	708523	711204	+	2682	0	80	0	0	114	131	0	0	95	0	13	60	0	32	0	0	0	0	0	2	0	8	71	24	0	0	0	69	123	0	0	0	0	14	43	0	0	0	0	2	210	102	97	2	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	49	68	91	2	60	50	0	8	29	134	40	27	0	1	6	0	0	284	190	0	134	0	0	140	0	29	0	0	0	0	1	0	0	67	0	2	0	0	0	0	0	40	0	0	127	0	0	0	74	89	0	79	5	0	0	14	0	9	0	0	284	6	93	0	0	242
YNL183C	ref|NC_001146|	293137	295509	-	2373	0	0	0	46	7	5	0	0	44	2	0	49	0	0	51	3	0	0	0	0	0	0	0	5	0	13	0	0	126	0	0	0	0	537	0	0	0	0	0	337	17	79	32	0	0	0	0	0	0	0	0	313	0	0	0	15	0	0	0	172	2	3	79	0	60	14	0	0	190	0	4	60	542	1	153	262	0	101	0	0	6	0	6	361	73	0	0	0	0	59	0	20	0	47	295	5	0	4	0	0	18	0	0	0	0	0	5	0	0	32	0	107	0	0	0	0	0	409	0	0	0	0	1	0	0
YNL057W	ref|NC_001146|	516403	516735	+	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YNL238W	ref|NC_001146|	202428	204872	+	2445	0	0	0	0	0	0	0	0	0	0	218	0	0	96	0	6	36	38	198	0	0	0	0	75	0	0	6	0	0	70	0	0	8	0	288	144	1	0	0	63	0	0	9	17	0	0	0	0	0	56	0	8	0	0	0	0	0	82	0	0	0	0	8	0	15	0	0	0	0	0	0	32	0	0	37	0	0	0	0	0	207	215	0	158	0	21	1	0	0	0	0	0	0	0	0	11	0	0	7	292	60	0	0	8	0	0	28	56	0	0	0	0	91	52	0	0	0	0	328	0	0	0	0	0	0
YNL154C	ref|NC_001146|	343636	345276	-	1641	100	0	0	107	67	11	0	0	0	31	30	279	111	0	0	0	0	78	9	0	51	156	106	25	10	0	70	72	224	140	4	50	42	0	81	58	34	3	263	213	0	21	18	2	1	0	276	30	0	0	231	0	0	0	0	12	0	9	0	73	1	0	37	8	63	0	0	120	48	141	0	2	0	0	83	7	97	8	95	14	190	112	0	9	0	0	0	4	5	12	277	7	195	19	33	0	136	4	0	6	5	233	0	126	7	55	149	64	0	0	0	0	710	209	24	127	78	2	18	0	1	21	3	124	0
YNL267W	ref|NC_001146|	140878	144078	+	3201	0	102	0	0	12	0	0	0	0	12	63	70	0	0	0	0	0	0	0	0	4	0	120	39	90	0	0	27	53	94	0	29	4	5	140	63	40	16	14	131	20	8	64	78	52	167	0	0	18	0	49	0	0	0	36	0	224	0	11	66	5	146	0	0	30	0	0	69	0	227	36	0	225	10	0	0	167	10	0	0	109	0	0	0	0	0	0	0	0	1	141	0	2	0	4	21	0	0	2	0	0	0	0	0	37	1	0	0	0	421	0	27	7	77	54	2	88	0	57	0	0	0	132	76	165
tP(UGG)N2	ref|NC_001146|;ref|NC_001146|	568115;568182	568150;568217	+;+	72	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
YNL014W	ref|NC_001146|	606319	609453	+	3135	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	2	0	8	0	0	0	0	0	0	8	0	0	6	0	0	26	0	0	0	1	0	0	0	0	0	116	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NME1	ref|NC_001146|	585587	585926	+	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	164	0	0
YNL078W	ref|NC_001146|	479768	480991	+	1224	0	0	0	0	0	0	0	0	0	0	0	184	0	0	93	72	74	0	0	0	0	0	244	0	58	0	0	0	18	0	0	0	100	0	0	0	35	0	0	11	12	72	31	59	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	198	130	0	0	104	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	10	0	0	0	32	0	198	0	0	175	0	0	0	0	0	0	276	0	0	0	0	0	225	0	0	0	0	0	0	0
YNL209W	ref|NC_001146|	252059	253900	+	1842	591	938	70	556	334	490	2	209	171	792	118	1165	717	150	51	188	16	1178	880	396	313	761	326	1432	876	260	507	1742	2100	534	428	15	290	263	2565	400	489	3	245	381	541	229	720	253	421	757	1671	707	767	44	430	780	347	166	401	32	530	25	0	181	0	298	0	357	283	0	96	511	184	484	102	161	82	93	399	230	243	1000	1343	536	425	179	1120	39	0	1199	10	301	547	129	447	512	317	995	189	213	0	419	72	92	400	437	93	838	259	440	468	1679	762	490	124	507	2662	1081	770	1439	1432	904	823	734	886	1078	380	491	566
YNL253W	ref|NC_001146|	170018	171286	+	1269	0	0	0	0	1	1	0	0	0	0	3	0	0	24	0	2	12	2	0	0	0	0	0	0	56	0	0	0	82	0	0	20	1	2	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	7	2	8	80	0	0	0	0	0	61	0	0	0	0	0	0	0	19	0	0	26	38	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	74	0	0	2	0	0	4	0	0	0	0	0	0	3	118	0	0	132	0	0	0	0	0	143	0	0	10	0	0	0	0	0	4	0	0	0
YNL173C	ref|NC_001146|	308957	310057	-	1101	0	0	214	0	0	55	0	0	0	0	31	0	0	0	0	0	0	13	0	0	0	0	0	85	27	0	0	24	0	0	21	0	2	61	0	49	0	0	0	0	2	2	0	2	0	2	2	1	0	0	0	0	12	4	0	0	5	0	0	0	0	0	0	0	7	0	0	0	33	0	21	3	0	0	34	37	83	0	0	0	18	0	0	0	11	0	0	0	0	0	0	0	0	0	0	5	0	28	0	0	44	14	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	102	0	0	0	0	0	0
